ISO,Country / Region,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
SOM,Somalia,,1529.0,3167.0,17361.0,7191.0,2531.0,283.0,9126.0,23039.0,26.0,7497.0,10229.0,3173.0,9983.0,17298.0,115.0,13.0,1081.0,1149.0,7.0,,12008.0,8257.0,9559.0,3571.0,3965.0,5523.0,3075.0,,1830.0,,,,,,
ZAF,South Africa,,931.0,1033.0,400.0,21.0,40.0,59.0,71.0,210.0,18.0,17.0,66.0,25.0,32.0,92.0,12499.0,5857.0,39.0,31.0,81.0,615.0,830.0,244.0,1043.0,1166.0,1459.0,385.0,977.0,1337.0,6501.0,8845.0,6845.0,12870.0,22745.0,4777.0,10624.0
SSD,South Sudan,,3114.0,7957.0,3608.0,,1290.0,3401.0,263.0,487.0,898.0,878.0,441.0,525.0,1952.0,1256.0,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,,227.0,15.0,1.0,2.0,89.0,288.0,225.0,161.0,37.0,115.0,154.0,131.0,1204.0,3802.0,302.0,41.0,297.0,267.0,362.0,22.0,26.0,256.0,67.0,,152.0,246.0,446.0,1842.0,4964.0,8849.0,6796.0,11985.0,24460.0,24445.0,21650.0
LKA,Sri Lanka,,298.0,810.0,0.0,,2.0,49.0,1.0,1.0,112.0,1568.0,1686.0,2107.0,51.0,60.0,79.0,21.0,33.0,44.0,0.0,3.0,35.0,65.0,139.0,309.0,16527.0,2417.0,177.0,195.0,158.0,408.0,566.0,558.0,701.0,1896.0,4004.0
SDN,Sudan,,1337.0,1377.0,1575.0,,401.0,3555.0,4980.0,665.0,1767.0,3585.0,676.0,2813.0,8523.0,5616.0,680.0,68.0,129.0,327.0,228.0,1374.0,9562.0,4381.0,4529.0,4362.0,2875.0,3347.0,550.0,350.0,2559.0,841.0,963.0,683.0,17017.0,30014.0,14075.0
SUR,Suriname,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
SWE,Sweden,,38.0,11.0,5.0,0.0,5.0,20.0,43.0,41.0,3.0,22.0,26.0,51.0,30.0,26.0,6.0,3.0,25.0,1.0,19.0,13.0,5.0,3.0,9.0,5.0,59.0,,,62.0,44.0,23.0,21.0,25.0,57.0,25.0,29.0
CHE,Switzerland,,97.0,52.0,1.0,0.0,37.0,244.0,50.0,105.0,65.0,35.0,23.0,175.0,61.0,621.0,77.0,958.0,2022.0,1015.0,,60.0,39.0,574.0,,700.0,,800.0,2000.0,6400.0,2000.0,1400.0,1400.0,3000.0,4300.0,2700.0,1990.0
SYR,Syrian Arab Republic,,128.0,744.0,217.0,11.0,15.0,27.0,329.0,737.0,66.0,45.0,594.0,740.0,13.0,13.0,26.0,22.0,19.0,403.0,517.0,375.0,189.0,801.0,538.0,290.0,146.0,3.0,5400.0,6850.0,2060.0,1362.0,1334.0,2300.0,374.0,359.0,535.0
TJK,Tajikistan,,0.0,294.0,454.0,10.0,168.0,7.0,0.0,654.0,52.0,3.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,2.0,3.0,,4.0,2144.0,927.0,38.0,192.0,177.0,3070.0,3882.0,42.0,56.0,531.0,5045.0,2439.0,1241.0,6897.0
THA,Thailand,,8202.0,64.0,64.0,,,5412.0,6035.0,1946.0,652.0,154.0,,2641.0,5197.0,3156.0,2583.0,6071.0,7790.0,3893.0,3588.0,3526.0,4165.0,4519.0,10315.0,7319.0,4074.0,3167.0,13734.0,15122.0,5757.0,11112.0,38659.0,17851.0,7892.0,26709.0,29244.0
TLS,Timor-Leste,,2.0,7.0,8.0,,2.0,22.0,0.0,0.0,2.0,43.0,47.0,4.0,16.0,763.0,50.0,10.0,0.0,0.0,90.0,203.0,41.0,94.0,0.0,,,,,,,,,,,,
TGO,Togo,,353.0,686.0,722.0,82.0,91.0,69.0,38.0,46.0,15.0,20.0,577.0,564.0,238.0,187.0,120.0,425.0,187.0,8.0,26.0,38.0,61.0,295.0,363.0,1833.0,3578.0,2540.0,3771.0,450.0,223.0,6144.0,7298.0,4017.0,6959.0,9934.0,4548.0
TKL,Tokelau,,0.0,,,,,0.0,0.0,5.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
TON,Tonga,,0.0,12.0,,,,659.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,36.0,1081.0,0.0,0.0,,0.0,10.0,18.0,65.0
TTO,Trinidad and Tobago,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,141.0,511.0
TUN,Tunisia,,16.0,10.0,11.0,7.0,20.0,4669.0,13.0,5.0,7.0,16.0,15.0,16.0,48.0,11.0,1.0,1.0,2.0,4.0,3.0,15.0,1.0,22.0,98.0,231.0,47.0,101.0,123.0,371.0,533.0,676.0,597.0,1413.0,11872.0,1250.0,547.0
TKM,Turkmenistan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,48.0,0.0,1.0,1.0,11.0,9.0,113.0,452.0,1035.0,377.0,96.0,393.0,2613.0,2486.0,692.0,1346.0,2806.0
TCA,Turks and Caicos Islands,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0
TUV,Tuvalu,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,14.0,51.0,1.0,0.0,0.0,1.0,0.0,
TUR,Türkiye,,1582.0,5088.0,103.0,,,2904.0,716.0,84.0,9.0,342.0,565.0,7405.0,349.0,111.0,7.0,4.0,0.0,3.0,34.0,6200.0,8927.0,5844.0,7823.0,30509.0,16244.0,16329.0,27120.0,22795.0,27171.0,13544.0,23733.0,34285.0,24626.0,22521.0,11372.0
UGA,Uganda,,2180.0,399.0,52.0,606.0,314.0,920.0,2627.0,1021.0,139.0,478.0,314.0,7878.0,2027.0,3312.0,1313.0,1601.0,1319.0,3776.0,5736.0,22.0,141.0,29429.0,49871.0,48543.0,42554.0,42737.0,42528.0,12562.0,26198.0,42659.0,49815.0,,36511.0,,2637.0
UKR,Ukraine,,433.0,66.0,11.0,16.0,264.0,57282.0,53219.0,4782.0,102.0,105.0,,,12746.0,1333.0,39.0,,48.0,1005.0,42724.0,2392.0,146.0,411.0,7587.0,16970.0,817.0,1389.0,5107.0,7000.0,8678.0,1923.0,9837.0,23452.0,13289.0,5321.0,6841.0
ARE,United Arab Emirates,,559.0,484.0,98.0,35.0,50.0,187.0,172.0,121.0,223.0,347.0,344.0,,132.0,,87.0,,55.0,,,29.0,22.0,42.0,53.0,30.0,69.0,117.0,296.0,243.0,425.0,671.0,518.0,745.0,1063.0,1148.0,1187.0
GBR,United Kingdom of Great Britain and Northern Ireland,,3426.0,493.0,63.0,2.0,95.0,1092.0,1216.0,364.0,558.0,91.0,133.0,1919.0,2092.0,1112.0,443.0,1212.0,1445.0,1022.0,764.0,79.0,189.0,460.0,314.0,73.0,104.0,,74.0,4844.0,6866.0,9017.0,23525.0,12018.0,12317.0,11727.0,28228.0
TZA,United Republic of Tanzania,,992.0,2887.0,612.0,0.0,127.0,120.0,74.0,852.0,33.0,30.0,88.0,185.0,1668.0,1622.0,167.0,1574.0,3413.0,7726.0,2362.0,23.0,1419.0,1673.0,5131.0,11847.0,14649.0,5887.0,10023.0,7287.0,10676.0,3160.0,3558.0,16471.0,13040.0,27188.0,14920.0
USA,United States of America,,,121.0,,14.0,1275.0,,375.0,120.0,85.0,188.0,667.0,187.0,55.0,220.0,63.0,71.0,140.0,43.0,55.0,66.0,37.0,56.0,41.0,116.0,85.0,100.0,100.0,138.0,489.0,309.0,958.0,312.0,2231.0,9643.0,27786.0
URY,Uruguay,,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,2.0,2.0,5.0,0.0,16.0,187.0,2040.0,110.0
UZB,Uzbekistan,,20940.0,1176.0,7.0,0.0,4103.0,1672.0,22.0,0.0,1.0,22.0,8.0,0.0,,476.0,117.0,0.0,2.0,863.0,823.0,737.0,75.0,85.0,25.0,22.0,80.0,1193.0,875.0,261.0,228.0,294.0,1661.0,2354.0,2020.0,3878.0,3943.0
VUT,Vanuatu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,165.0,101.0,7.0,9.0,12.0,,113.0,4.0,27.0,27.0,67.0,154.0,541.0,67.0
VEN,Venezuela (Bolivarian Republic of),,0.0,0.0,0.0,0.0,0.0,548.0,5667.0,727.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,78.0,0.0,0.0,0.0,2392.0,115.0,22.0,0.0,4.0,27.0,89.0,172.0,15364.0,20244.0,11949.0,15273.0,9881.0
VNM,Viet Nam,,7854.0,43.0,23.0,162.0,846.0,14156.0,2256.0,227.0,46.0,256.0,15033.0,1123.0,578.0,750.0,2809.0,6582.0,352.0,17.0,1978.0,410.0,217.0,2297.0,6755.0,12058.0,16512.0,14134.0,11690.0,6507.0,5156.0,6171.0,11853.0,12015.0,11830.0,9874.0,8175.0
WLF,Wallis and Futuna,,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,13.0,9.0,9.0,0.0,,
YEM,Yemen,,5992.0,49755.0,23941.0,4904.0,298.0,1161.0,10640.0,433.0,143.0,468.0,815.0,400.0,2177.0,2676.0,510.0,130.0,7.0,13.0,8079.0,6285.0,12708.0,8536.0,890.0,485.0,,26126.0,8785.0,51.0,,225.0,35.0,601.0,2420.0,75.0,
ZMB,Zambia,,299.0,5653.0,1755.0,55.0,237.0,15.0,11.0,13.0,8.0,9.0,9.0,35.0,896.0,13234.0,15754.0,26.0,140.0,535.0,459.0,45.0,35.0,881.0,25036.0,16997.0,30930.0,23518.0,,7140.0,9459.0,8533.0,14255.0,11829.0,11006.0,2822.0,6748.0
ZWE,Zimbabwe,,,5532.0,5532.0,282.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9696.0,853.0,0.0,242.0,212.0,420.0,31.0,998.0,304.0,529.0,1483.0,772.0,2049.0,12971.0,37407.0,8529.0,37785.0,34071.0,17346.0,24090.0,13728.0
