Planning Authority,Site Name,Address,East,North,Site Size,Site Type,Period when site became Vacant or Derelict,Datazone,lon,lat,Start Year
Glasgow City,ST AMBROSE'S P.S,MINGULAY STREET MINGULAY PLACE,260089,669595,1.56,Vacant Land,2009,S01010339,-4.239212472382756,55.89907871835911,2009
Glasgow City,FORMER NURSERY,WESTERHOUSE ROAD DUBTON STREET,267881,665960,0.26,Vacant Land,2008,S01010110,-4.112916248717121,55.86864344239595,2008
Glasgow City,COUNCIL OFFICES,OVERTOWN AVENUE,252526,660965,0.2,Vacant Land,2008,S01009784,-4.355362851643897,55.819346852709806,2008
Glasgow City,FORMER WAREHOUSE,23 COOK STREET,258411,664245,1.75,Derelict,2008,S01010032,-4.263228591330844,55.850556536193345,2008
Glasgow City,ASHCRAIG S.N. SC,100 AVENUE END ROAD,264771,666919,0.54,Vacant Land,2008,S01010168,-4.163055464798624,55.876390891573315,2008
Glasgow City,CROFTCROIGHN P.S,150 FINDOCHTY STREET,266085,666452,1.21,Vacant Land,2008,S01010171,-4.141838298738102,55.87256503588541,2008
Glasgow City,,MONACH ROAD/ STEPPS ROAD,265191,665470,0.2,Vacant Land,2008,S01010162,-4.1556264496004305,55.86349878181689,2008
Glasgow City,ST PHILIP'S P.S.,DRUMLOCHY ROAD BOGHALL STREET GARTLOCH ROAD,264554,666411,2.79,Vacant Land,2008,S01010177,-4.166267096747563,55.871768871699054,2008
Glasgow City,EL'BETH S'TON PS,15-23 TOWARD ROAD,265051,665516,0.63,Vacant Land,2008,S01010165,-4.157884573892481,55.86387260595921,2008
Glasgow City,,EDINBURGH ROAD/ BARLANARK ROAD.,266497,664968,0.27,Vacant Land,2008,S01010130,-4.134527520725078,55.8593551076348,2008
Glasgow City,,12-40 BOGHALL ST / 53- 59 BLAIRLOGIE ST,264716,666440,0.61,Vacant Land,2008,S01010169,-4.163694579221155,55.87207476898268,2008
Glasgow City,,EAST OF 62 EDINBURGH ROAD,262544,665391,0.12,Vacant Land,2008,S01010152,-4.197846990562416,55.86204171958609,2008
Glasgow City,HAGHILL P.S.,MARWICK STREET/ WALTER STREET / AITKEN STREET,261982,665390,0.56,Vacant Land and Buildings,2008,S01010241,-4.206818656241051,55.86187211384019,2008
Glasgow City,B'D JOHN OGILVIE,97 WELLHOUSE CRESCENT,266615,665324,0.69,Vacant Land,2008,S01010118,-4.132818929217394,55.86258418055804,2008
Glasgow City,GARTLOCH HOSP 5,GARTLOCH ROAD,268361,666952,2.95,Vacant Land,2008,S01010109,-4.10573358752295,55.877681799554836,2008
Glasgow City,,BALDRAGON ROAD,267877,666244,0.35,Vacant Land,2008,S01010111,-4.113118650890908,55.871192311287395,2008
Glasgow City,,BONHILL STREET,258773,667361,0.94,Derelict,2008,S01010309,-4.259075251749816,55.8786378204628,2008
Glasgow City,,APPLEBY STREET/ CALDARVAN STREET BONHILL ST,258710,667444,0.52,Vacant Land,2008,S01010309,-4.260124736962093,55.87936450514743,2008
Glasgow City,,42644 COMELYPARK STREET,261067,664665,0.64,Vacant Land,2008,S01010255,-4.221054607479162,55.85510005277218,2008
Glasgow City,,12-30 CARRICK STREET/BROWN STREET,258287,665014,0.31,Vacant Land,2008,S01010273,-4.265609441985207,55.857424081503176,2008
Glasgow City,,KINTRA STREET/ COLUMBA STREET/ IONA STREET,255642,665046,0.5,Vacant Land,2008,S01009861,-4.30784539036282,55.85692648326871,2008
Glasgow City,,CLYNDER STREET/ COLUMBA STREET/ BRITON STREET,255764,664993,0.49,Vacant Land,2008,S01009861,-4.305869889041087,55.856487191436415,2008
Glasgow City,,45-87 BRIGHTON STREET,255674,664952,0.47,Vacant Land,2008,S01009861,-4.307284583791737,55.85609217148453,2008
Glasgow City,BROOMLOAN SCHOOL,BROOMLOAN ROAD/ NEPTUNE STREET.,255582,665295,0.61,Derelict,2008,S01009859,-4.308935725433817,55.85914392932333,2008
Glasgow City,,KILBIRNIE STREET,258126,663822,0.64,Vacant Land,2008,S01010032,-4.267555764118605,55.84667512192227,2008
Glasgow City,ST MARGARET MARY,44 DOWNCRAIG ROAD,259363,658495,1.88,Vacant Land,2008,S01009971,-4.245058337620208,55.799211548622196,2008
Glasgow City,,MOIR STREET,259781,664778,0.54,Vacant Land,2008,S01010039,-4.241639562527849,55.85574220694816,2008
Glasgow City,,171 CASTLEBAY STREET,259420,670016,0.29,Derelict,2008,S01010336,-4.250121644552144,55.902663452334906,2008
Glasgow City,,23 KILFINNAN STREET,258673,669271,0.12,Derelict,2008,S01010331,-4.261669911550134,55.89575616247358,2008
Glasgow City,DRUMRY P.S.,DRUMRY ROAD EAST DUNKENNY ROAD / ABBOTSHALL AV,251498,671007,1.93,Derelict,2008,S01010500,-4.377257474335311,55.90918028929943,2008
Glasgow City,,KINFAUNS DRIVE / 136-141 SUMMERHILL RD,253070,671618,1.01,Vacant Land,2008,S01010494,-4.3524654113402335,55.91514804398954,2008
Glasgow City,PINEWOOD P.S.,505 KINFAUNS DRIVE,253200,671532,1.17,Vacant Land,2008,S01010494,-4.350340635484138,55.91441569578364,2008
Glasgow City,,DUNKENNY ROAD HECLA PLACE,251573,671120,0.23,Vacant Land,2008,S01010499,-4.376120879378913,55.91021784352376,2008
Glasgow City,,237 SOUTH STREET,254277,666574,0.67,Derelict,2008,S01010391,-4.3304541673928885,55.87023329673737,2008
Glasgow City,,SARACEN STREET/ HAWTHORN STREET,259061,668195,0.46,Derelict,2008,S01010326,-4.254909868376954,55.88620974312367,2008
Glasgow City,,124-142 SHAWBRIDGE ST / BENGAL STREET,256120,661421,1.71,Derelict,2008,S01009935,-4.298293952243059,55.82452534204462,2008
Glasgow City,,2121 LONDON ROAD,263898,662842,1.22,Derelict,2008,S01010071,-4.174951169884807,55.839540051058385,2008
Glasgow City,,1-17 BEATTOCK ST 40 SORBY STREET,262775,664147,0.17,Vacant Land,2008,S01010049,-4.193529447839575,55.850938552584076,2008
Glasgow City,ST SAVIOUR C'RCH,39 MERRYLAND ST/ 36 SUMMERTOWN RD,255915,665104,0.14,Vacant Land,2008,S01009861,-4.3035187140087485,55.85752886639438,2008
Glasgow City,,240-246 CLYDE STREET,258983,664815,0.1,Vacant Land,2008,S01010274,-4.254396188443876,55.85584160056889,2008
Glasgow City,ROBROYSTON FARM,ROBROYSTON ROAD.,263322,669361,0.52,Vacant Land,2008,S01010188,-4.187430730082153,55.89790687939907,2008
Glasgow City,RODGERFIELD P.S.,CORSEHILL STREET DALSWINTON ST.,268398,665644,0.81,Vacant Land,2009,S01010106,-4.104507041095717,55.86594764409569,2009
Glasgow City,LOCHGOIN P.S.,12 LOCHGOIN AVENUE,251603,671805,1.5,Vacant Land,2009,S01010498,-4.376017665015418,55.91637639424043,2009
Glasgow City,,15-45 NORTHMUIR ROAD,252817,671634,0.53,Vacant Land,2009,S01010494,-4.3565183002269885,55.91521432774583,2009
Glasgow City,,46-62 GLENKIRK DRIVE,252625,670863,0.57,Vacant Land,2009,S01010489,-4.3591668458030846,55.908234129113275,2009
Glasgow City,,122 GLENKIRK DRIVE,253056,670942,0.13,Vacant Land,2009,S01010490,-4.3523215390488765,55.90907516169726,2009
Glasgow City,LAMLASH NUR.SCH.,5 LAMLASH CRES./ BELLROCK STREET,264660,665806,0.49,Vacant Land,2009,S01010161,-4.164272101355719,55.86636669965082,2009
Glasgow City,,64-66 YOKER FERRY ROAD,251174,668584,0.21,Derelict,2009,S01010441,-4.381102179693493,55.88732876056978,2009
Glasgow City,,102 -120 CALDARVAN STREET,258611,667518,0.41,Vacant Land,2009,S01010309,-4.261744535663748,55.87999981222577,2009
Glasgow City,,103-121 CALDARVAN STREET,258608,667458,0.69,Vacant Land,2010,S01010309,-4.261761113318881,55.879460260609655,2010
Glasgow City,FMR YOUTH CENTRE,ESSENSIDE AVE/ DRUMCHAPEL ROAD,252956,670673,0.42,Vacant Land,2009,S01010488,-4.353773415531124,55.906629734493194,2009
Glasgow City,,6 TRONDRA PLACE 55 WARE ROAD,266874,665614,0.3,Vacant Land,2009,S01010119,-4.128826274267753,55.865259616798596,2009
Glasgow City,,CANMORE STREET,262868,663830,0.1,Derelict,2009,S01010060,-4.191884864851007,55.84811888802536,2009
Glasgow City,F'MER POSSIL SCH,426 BALMORE ROAD,258823,668770,0.11,Derelict,2009,S01010331,-4.259011722182426,55.89130228329015,2009
Glasgow City,,148-160 WISHART STREET,260530,665774,0.16,Vacant Land,2009,S01010262,-4.2301966321410935,55.8649016634454,2009
Glasgow City,,HALLGREEN AVENUE / ABBOTSHALL AVE,251092,671078,1.07,Vacant Land,2009,S01010500,-4.383785331285696,55.90969216741081,2009
Glasgow City,,WESTERHOUSE ROAD ERROGIE STREET,267938,665880,0.95,Vacant Land,2009,S01010110,-4.1119670490651075,55.86794076966936,2009
Glasgow City,FORMER HOSTEL,22 KYLE STREET 92 DOBIES LOAN,259503,666064,0.64,Vacant Land,2009,S01010261,-4.246743550904596,55.86720692799379,2009
Glasgow City,UNIT 9,EAGLE STREET,259178,666975,0.18,Derelict,2009,S01010220,-4.252406238973139,55.87529093608623,2009
Glasgow City,,CEDAR STREET,258356,666910,0.14,Derelict,2009,S01010303,-4.265499192908501,55.874466362616374,2009
Glasgow City,,1 SHANDWICK STREET,267219,665933,0.29,Vacant Land and Buildings,2009,S01010122,-4.1234740375742716,55.868219018452905,2009
Glasgow City,,COLLEGE LANE/ HIGH STREET/ NICHOLAS ST.,259811,665230,0.37,Vacant Land,1981-1985,S01010257,-4.2413944495117235,55.85980899160413,1981
Glasgow City,,NORTHINCH STREET CURLE STREET,253942,666842,0.64,Derelict,2009,S01010423,-4.335947503745007,55.872537798063966,2009
Glasgow City,,90 MAIN STREET BAILLIESTON,267933,663837,0.23,Vacant Land,2010,S01010090,-4.111051485694768,55.84959575547181,2010
Glasgow City,,EAST OF 100 RHINDMUIR ROAD,268806,664477,0.13,Vacant Land,2010,S01010100,-4.097427412657751,55.85558058870462,2010
Glasgow City,,REAR OF 60 TO 82 MAIN STREET,267882,663851,0.27,Derelict,2010,S01010089,-4.111872296489514,55.84970748514518,2010
Glasgow City,,PLAYFAIR STREET/ POPLIN STREET,261203,663305,0.1,Vacant Land,2010,S01010053,-4.218187885146712,55.84292893651095,2010
Glasgow City,,BROOMLOAN COURT,255302,664375,1.72,Derelict,2010,S01009864,-4.312914235956557,55.85080059454976,2010
Glasgow City,,310 -326 PAISLEY ROAD,257764,664644,0.14,Vacant Land,2010,S01010031,-4.27376351960535,55.85394824480304,2010
Glasgow City,,340 BOGMOOR ROAD,252876,665403,0.42,Derelict,2010,S01009833,-4.352187473399949,55.85929510485544,2010
Glasgow City,GOLFHILL P.S.,FIRPARK STREET HANSON STREET CIRCUS DRIVE,260721,665551,1.44,Vacant Land and Buildings,2010,S01010235,-4.2270325761875585,55.86295479558176,2010
Glasgow City,ST JAMES'S P.S.,STEVENSON STREET GREEN STREET,260297,664428,0.8,Vacant Land and Buildings,2010,S01010038,-4.233222934186505,55.852749710153965,2010
Glasgow City,OUR LADY P.S.,WHITWORTH DRIVE BILSLAND DRIVE,258176,668561,0.82,Derelict,2010,S01010326,-4.269238668135533,55.889235749687465,2010
Glasgow City,TEMPLE P.S.,SPENCER STREET FULTON STREET,254708,669284,0.25,Derelict,2010,S01010473,-4.325027121000976,55.894692356864134,2010
Glasgow City,,70 - 94 CALDARVAN STREET,258742,667522,0.31,Vacant Land,2010,S01010309,-4.259654356476826,55.88007416505339,2010
Glasgow City,JOAN OF ARC P.S.,722 BALMORE ROAD,258532,669356,0.87,Derelict,2010,S01010334,-4.263967263481717,55.89647785453989,2010
Glasgow City,ST AUGUSTINE'S,256 LIDDESDALE ROAD,259271,669340,1.1,Vacant Land,2010,S01010332,-4.2521509490894145,55.8965508540213,2010
Glasgow City,,16-106  ALTYRE STREET,263963,663439,0.62,Vacant Land,2011,S01010063,-4.174213335628575,55.84491851495621,2011
Glasgow City,KENNISHOLM AVENUE,KENNISHOLM PATH KENNISHOLM PLACE KE'SHEAD PATH,254131,660088,1.4,Vacant Land,2010,S01009759,-4.329299184062858,55.811961252351644,2010
Glasgow City,,OFF RIGBY STREET SOUTH OF THE RAILWAY LINE,263021,664515,0.25,Derelict,2011,S01010148,-4.189789094036655,55.85431253461882,2011
Glasgow City,,35 BAIRD BRAE,258591,667060,0.46,Derelict,2011,S01010297,-4.261824759463693,55.875882085203486,2011
Glasgow City,,8 HALGREEN ROAD,251488,671228,0.22,Vacant Land,2011,S01010500,-4.377538759017481,55.91116113454706,2011
Glasgow City,,EASTERHILL ST / FULLARTON AVENUE,264328,662810,0.11,Derelict,2011,S01010069,-4.168074140894326,55.839373889853135,2011
Glasgow City,,STRACHUR STREET,258367,669358,0.2,Derelict,2011,S01010334,-4.2666047137607,55.89644728410801,2011
Glasgow City,,ARNISDALE ROAD/ SHANDWICK STREET GRUDIE STREET,267260,665808,1.08,Vacant Land,2011,S01010122,-4.122758096585575,55.86710797908131,2011
Glasgow City,,KILDERMORIE ROAD SWORDALE PLACE DALCHARN PL.,267138,665566,1.26,Vacant Land,2011,S01010122,-4.124587478690846,55.86490150815706,2011
Glasgow City,,ARNISDALE ROAD/ SEILGA PLACE/ GRUDIE STREET,267112,665816,1.2,Vacant Land,2011,S01010122,-4.125125233232155,55.867139010479995,2011
Glasgow City,,2 TRONDRA PATH,266820,665620,0.15,Derelict,2011,S01010119,-4.129691433048681,55.86529856605707,2011
Glasgow City,F'R ENG  COLLEGE,198 FLEMINGTON STREET/ RINGFORD ST.,260680,667370,0.77,Derelict,2011,S01010208,-4.228622745862999,55.879274047976274,2011
Glasgow City,,BALVENY STREET ADJ TO CHURCH,265896,666635,0.18,Vacant Land,2011,S01010171,-4.144947189182928,55.874155533375806,2011
Glasgow City,,REAR OF 590 DALMARNOCK ROAD/ DAVIDSON ST,261428,663018,0.14,Derelict,2011,S01010046,-4.214451052909972,55.840416899188725,2011
Glasgow City,,SOLWAY STREET,260992,662967,0.32,Vacant Land,2011,S01010046,-4.221381616692008,55.83983354809729,2011
Glasgow City,,DINDUFF STREET MYROCH PLACE STOBS PLACE,268374,666322,1.46,Vacant Land,2011,S01010111,-4.105219708786539,55.8720287149616,2011
Glasgow City,,LOCHEND ROAD SKELBO PLACE SKELBO PATH,268534,666293,1.38,Vacant Land,2011,S01010111,-4.102650448568737,55.87181202301769,2011
Glasgow City,,COLFIN STREET,268217,666204,0.19,Vacant Land,2011,S01010111,-4.107669560111436,55.8709262928982,2011
Glasgow City,DERELICT FACTORY,SHUNA PLACE,257313,668481,0.33,Derelict,2011,S01010321,-4.282982957444521,55.888262535060825,2011
Glasgow City,COUNCIL DEPOT,3 HECLA PLACE,251687,671130,0.16,Vacant Land,2011,S01010499,-4.374304349237391,55.91034277294904,2011
Glasgow City,,CLYDE PLACE/ RIVERVIEW GARDENS,258351,664778,0.16,Vacant Land,2012,S01010031,-4.264464562469057,55.855324117474304,2012
Glasgow City,CO-OP SITE,MORRISON STREET PAISLEY ROAD,258132,664633,0.13,Vacant Land,2012,S01010036,-4.267884221368303,55.85395792706891,2012
Glasgow City,GLEN DOUGLAS,529 BALMORE ROAD ASHGILL,258718,668981,0.17,Derelict,2012,S01010333,-4.260799418845963,55.89316580234363,2012
Glasgow City,SIR JOHN MAXWELL PS,30 BENGAL STREET,256190,661475,0.36,Derelict,2012,S01009935,-4.297206153172362,55.825031002230325,2012
Glasgow City,,8 ARDMALEISH ROAD,260115,658900,0.33,Derelict,2013,S01009977,-4.233280678854069,55.80306604983297,2013
Glasgow City,,WELL GREEN GREENVIEW STREET,256301,661611,0.1,Vacant Land,2013,S01009935,-4.295507802795892,55.826285035887416,2013
Glasgow City,,60 MAXWELL ROAD,258292,663528,1.93,Vacant Land,2013,S01009881,-4.264753214244663,55.844084437587135,2013
Glasgow City,,8-10 SINCLAIR DRIVE,258034,661584,0.12,Vacant Land,2013,S01009904,-4.267853468576826,55.82655557245776,2013
Glasgow City,WESTERCOMMON PS,ELLESMERE STREET,258423,667708,1.71,Vacant Land,2013,S01010313,-4.264846538131724,55.881650369550435,2013
Glasgow City,PORT DUNDAS DISTILLERY,76-80 NORTH CANAL BANK STREET,259143,666702,7.05,Derelict,2013,S01010220,-4.252823184008163,55.87282973274215,2013
Glasgow City,,ELLESMERE STREET/ DENHAM STREET/ AUCKLAND STREET,258599,667339,0.76,Vacant Land,2013,S01010309,-4.261842702559939,55.87838925434392,2013
Glasgow City,,HAMILTONHILL ROAD/ ELLESMERE STREET,258827,667382,0.65,Vacant Land,2013,S01010310,-4.258223770250683,55.87884218718077,2013
Glasgow City,,SHETTLESTON ROAD RIGBY STREET/,263189,664413,0.66,Vacant Land,2013,S01010056,-4.18705605627741,55.85344445385753,2013
Glasgow City,,SPRINGFIELD ROAD DALMARNOCK ROAD/,261414,663174,1.25,Vacant Land,2013,S01010048,-4.214754099430117,55.841813474684464,2013
Glasgow City,JAMES DUNCAN HOUSE,BELL STREET HUNTER STREET,260148,664876,0.52,Vacant Land,2013,S01010038,-4.235832132522178,55.85672867270454,2013
Glasgow City,SIGHTHILL,16-18 PINKSTON DRIVE,260145,666499,3.72,Derelict,2013,S01010227,-4.236717642420651,55.87129914122594,2013
Glasgow City,RED ROAD,RED ROAD COURT PETERSHILLROAD,261949,667451,5.93,Derelict,2013,S01010207,-4.208395928952303,55.88036671179028,2013
Glasgow City,,91-95 MORRIN STREET,260129,667537,0.14,Derelict,2013,S01010223,-4.237509306401709,55.8806136646404,2013
Glasgow City,SIGHTHILL,3-5 PINKSTON DRIVE,260119,666606,3.1,Derelict,2014,S01010227,-4.237188074657534,55.87225223976788,2014
Glasgow City,,LOCHDOCHART ROAD DALSWINTON ST.,268557,665588,1.33,Derelict,2014,S01010106,-4.101941055520174,55.86548823284907,2014
Glasgow City,WHITEVALE BATHS,WHITEVALE STREET,261333,664630,0.11,Derelict,2014,S01010255,-4.216790882611201,55.85486241028181,2014
Glasgow City,,LONDON ROAD/ ANSON STREET LANDRESSY STREET,260606,664026,0.17,Vacant Land,2014,S01010043,-4.228084472710388,55.84922996155086,2014
Glasgow City,,BARRLAND STREET ALBERT DRIVE,258140,663246,0.72,Vacant Land,2014,S01009882,-4.267031206987731,55.841507989699544,2014
Glasgow City,ROSEVALE P.S.,SCALPAY STREET,259558,669241,0.95,Derelict,2014,S01010332,-4.24751372866788,55.89574587231228,2014
Glasgow City,,WILLOWFORD ROAD WEENSMOOR ROAD,252011,659904,0.19,Derelict,2014,S01009768,-4.3629972069048994,55.809664325646025,2014
Glasgow City,,10/12 DELVIN ROAD,258490,660555,0.14,Vacant Land,2014,S01009964,-4.260044544375004,55.817451206565494,2014
Glasgow City,ST ALOYSIUS PS,12 CARRON CRESCENT,260066,668366,0.84,Derelict,2014,S01010215,-4.238944176220185,55.88803811074471,2014
Glasgow City,,COLVEND STREET/ COLVEND LANE,260898,663034,2.24,Vacant Land,2015,S01010046,-4.222915768330192,55.84040798289173,2015
Glasgow City,,GARSCUBE ROAD/ HOPEHILL ROAD,258303,667293,0.57,Derelict,2015,S01010314,-4.266545977354606,55.87788928167745,2015
Glasgow City,,FIRHILL ROAD / FIRHILL STREET,258147,667632,0.3,Derelict,2015,S01010314,-4.269215006475736,55.880886836858984,2015
Glasgow City,,WHITEVALE  STREET/ BLUEVALE STREET,261417,664756,1.15,Derelict,2015,S01010244,-4.215514504738812,55.85601781594,2015
Glasgow City,NYE BEVAN HOUSE,INDIA STREET/ ELMBANK CRESCENT,258081,665743,0.43,Vacant Land,2015,S01010267,-4.26927934218942,55.8639083108698,2015
Glasgow City,,STANLEY STREET/ MILNPARK STREET,257461,664302,0.7,Derelict,2016,S01009867,-4.278419830758003,55.850788347364386,2016
Glasgow City,,15 LINKWOOD CRESCENT,251996,671240,1.62,Derelict,2016,S01010499,-4.3694259403811895,55.9114254191008,2016
Glasgow City,ARDOCH HOUSE,CARBETH STREET,258891,667824,0.87,Derelict,2016,S01010311,-4.257432025243063,55.88282916282529,2016
Glasgow City,PHASE 8,DELNY PL WELLHOUSE CREST,266282,665218,0.58,Derelict,2017,S01010118,-4.138083194568451,55.861540157794465,2017
Glasgow City,ADJACENT 1212 EDINBURGH ROAD,EDINBURGH ROAD/,265617,665171,4.88,Derelict,2017,S01010126,-4.148676706440949,55.86093318407182,2017
Glasgow City,FORMER CHURCH,TILLYCAIRN DRIVE,265696,666864,0.75,Derelict,2017,S01010115,-4.148254830412052,55.876155895544485,2017
Glasgow City,TALISMAN PUB,149 BALGRAYHILL ROAD,260558,668451,0.26,Derelict,1986-1990,S01010217,-4.2311282323906125,55.888943992242524,1986
Glasgow City,HOWFORD PS,PS CROOKSTON ROAD,252062,662837,0.7,Vacant Land,2017,S01009804,-4.36378112168688,55.836010345257655,2017
Glasgow City,GOWANBANK PS,PS,252453,660926,1.94,Vacant Land and Buildings,2017,S01009784,-4.356505704488692,55.818974428901925,2017
Glasgow City,GARTLOCH HOSPITAL,51 GARTLOCH WAY,268437,667157,0.22,Vacant Land and Buildings,2017,S01010117,-4.1046193261539825,55.87954321882454,2017
Glasgow City,ELMBANK STREET,STRATHCLYDE HOUSE,258186,665770,0.85,Vacant Land and Buildings,2017,S01010267,-4.267617166806595,55.864181623857164,2017
Glasgow City,FORMER CRAIGBANK NURSERY,40 GLENLORA DRIVE,252655,661059,0.24,Vacant Land,2019,S01009784,-4.353356835381755,55.820230117721124,2019
Glasgow City,,BETWEEN 345 NITSHILL RD & 150 CLEEVES QUADRANT,252205,660358,0.15,Derelict,Unknown,S01009778,-4.360151322651193,55.81379944661946,
Glasgow City,300 NITSHILL ROAD,300 NITSHILL ROAD,252109,660448,0.52,Derelict,2019,S01009779,-4.361730833494771,55.81457800860626,2019
Glasgow City,FORMER VICTORIA HOSPITAL CARPARK,PROSPECTHILL ROAD/ GRANGE ROAD,258193,661693,0.28,Derelict,2019,S01009904,-4.265374398771221,55.82758091398415,2019
Glasgow City,FORMER VICTORIA HOSPITAL,LANGSIDE RD/ GRANGE RD,258075,661774,2.77,Derelict,2019,S01009904,-4.267298816546444,55.8282734317275,2019
Glasgow City,KINNING PARK PITCHES,MACLEAN STREET GLASGOW G51 1DP,256946,664652,0.58,Vacant Land,1996-2000,S01009866,-4.286823460512102,55.85377802301823,1996
Glasgow City,,CALEDONIA RD CALEDONIA DR,267657,663321,0.39,Vacant Land,2012,S01010086,-4.115204854788136,55.84488702362155,2012
Glasgow City,,SPRINGFIELD RD CONNAL ST,261546,663194,0.63,Vacant Land,Unknown,S01010048,-4.212658065281512,55.842030951940444,
Glasgow City,,HIGH ST NICHOLAS ST,259872,665277,0.1,Vacant Land,2021,S01010257,-4.240444978097963,55.8602486973896,2021
Glasgow City,TUREEN ST SCHOOL,TUREEN ST MILLROAD ST ELCHO ST,260486,664642,0.35,Vacant Land and Buildings,2001-2004,S01010038,-4.230316477049302,55.85472575242841,2001
Glasgow City,SWANSTON STREET,SWANSTON ST FRENCH STREET,261128,663201,1.98,Derelict,Unknown,S01010046,-4.219331416320161,55.84197361628353,
Glasgow City,CRUSADER AVENUE,7-19 CRUSADER AVENUE,253798,670100,0.13,Vacant Land,Unknown,S01010483,-4.340007062241567,55.90174232362223,
Glasgow City,OLD SAUSAGE FACTORY,OLD SHETTLESTON RD,263507,664442,2.8,Vacant Land,2022,S01010147,-4.181994915866275,55.85379497183974,2022
Glasgow City,,EGILSAY ST SHAPINSAY ST VALLAY ST,259736,669695,2.81,Vacant Land,Unknown,S01010338,-4.244905116560923,55.899873756295605,
Glasgow City,WHITBY STREET,EAST WHITBY ST WEST WHITBY ST,262404,663896,0.55,Derelict,1981-1985,S01010050,-4.199323364398616,55.84857926387843,1981
Glasgow City,OLD CHANGING ROOMS,QUEENS PARK ST GRANGE ROAD,258415,662019,0.1,Derelict,2001-2004,S01009904,-4.262003452183461,55.83057290500361,2001
Glasgow City,FMR BELSYDE AVENUE NURSERY,9-11 BELSYDE AVENUE DRUMCHAPEL,252535,670692,0.21,Derelict,2022,S01010489,-4.360511918324469,55.906671453871844,2022
Glasgow City,FMR THIRLSTANE NURSERY,56 CRAGGAN DRIVE YOKER,251965,668608,1.33,Vacant Land,2017,S01010437,-4.368480458727456,55.88778805492608,2017
Glasgow City,FRM GOVAN LYCEUM,908 GOVAN ROAD GOVAN,255216,665871,0.18,Derelict,2006,S01009847,-4.315085632162432,55.86420518989785,2006
Glasgow City,FRM DRUMRY HOUSE,40 KINFAUNS DRUMCHAPEL,251920,670980,0.69,Vacant Land,2020,S01010499,-4.370498177922336,55.90906798144122,2020
Glasgow City,FRM SHETTLESTON HALL,151 WELLSHOT ROAD,263915,663905,0.14,Derelict,2008,S01010144,-4.175213094408147,55.849088916074244,2008
Glasgow City,FRM TELEPHONE EXCHNAGE,41 WELLSHOT ROAD PETTIGREW STREET/,263989,664167,0.11,Derelict,2022,S01010145,-4.174163463810905,55.85146214417584,2022
Glasgow City,,BRIDGE STREET OXFORD STREET/,258743,664544,0.17,Vacant Land and Buildings,1986-1990,S01010035,-4.258085797998803,55.85333831721589,1986
Glasgow City,FORMER ARDOCH HOUSE,ARDOCH STREET CARBETH STREET,258973,667808,0.55,Vacant Land,2016,S01010311,-4.256113927234811,55.882709538400185,2016
Glasgow City,MILLERSTON ST,MILLERSTON ST GALLOWGATE,261438,664671,0.83,Vacant Land,2018,S01010245,-4.2151358595972654,55.85526070871121,2018
Glasgow City,FORMER SHAWBRIDGE ARCADE,ASHTREE ROAD GREENVIEW STREET,256329,661549,0.46,Vacant Land,2021,S01009935,-4.29502843695926,55.825736754178806,2021
Glasgow City,ASHTREE RD,ASHTREE RD GREENVIEW ST,256376,661505,0.13,Vacant Land and Buildings,2007,S01009935,-4.294255576778272,55.82535572439612,2007
Glasgow City,FORMER PLAYING FIELDS,PETERSHILL DRIVE RED ROAD,261933,667248,2.78,Vacant Land,2017,S01010225,-4.208547953783493,55.87853955568867,2017
Glasgow City,FORMER BROOMKNOWES PRIMARY SCHOOL,RED ROAD RED ROAD COURT,261863,667496,0.73,Derelict,2022,S01010207,-4.209792501360956,55.88074606861751,2022
Glasgow City,FORMER MCVITIES FACTORY,TOLLCROSS ROAD RATTRAY STREET,263291,663403,6.81,Vacant Land and Buildings,2022,S01010059,-4.184918933354743,55.844405248210535,2022
Glasgow City,FORMER STONEDYKE PRIMARY SCHOOL,CLOAN AVENUE,252958,670894,1.68,Derelict,2012,S01010490,-4.353861695523187,55.90861431249082,2012
Glasgow City,APPLEBY STREET,APPLEBY STREET/ CALDARVAN STREET BONHILL ST,258704,667324,0.39,Vacant Land,2008,S01010309,-4.2601579369027265,55.87828540183136,2008
Glasgow City,GREENFIELD SCHOOL,UIST STREET NIMMO DRIVE,254669,665223,0.41,Vacant Land and Buildings,2009,S01009840,-4.323470669715346,55.85822312543068,2009
Glasgow City,CROSSMYLOOF CARE HOME,80 TITWOOD ROAD,257222,662498,0.69,Vacant Land and Buildings,2020,S01009911,-4.281284909349139,55.834521718161305,2020
Glasgow City,FORMER JANITORS HOUSE,NETHAN STREET HARHILL STREET,255125,665547,0.1,Derelict,2011,S01009843,-4.316365195687748,55.86126912110744,2011
Glasgow City,LIGHTBURN ROAD,MYRESIDE ST PENICUIK WAY,262541,664732,1.62,Derelict,2001-2004,S01010148,-4.197560702263298,55.85612418453453,2001
Glasgow City,FORMER BUS DEPOT,TOLLCROSS RD GLAMIS RD,262768,663920,2.73,Derelict,2017,S01010060,-4.193526313342331,55.84889848428439,2017
Glasgow City,CARNTYNE RD,CARNTYNE ROAD TODD ST,262427,664828,2.04,Derelict,1980 or earlier,S01010148,-4.199429126526601,55.8569535742833,1980
